Date,Type,Price
06-11-2018,Valley,22.60466766357422
09-11-2018,Peak,23.367332458496094
13-11-2018,Valley,22.21066665649414
19-11-2018,Peak,23.564666748046875
23-11-2018,Valley,22.290000915527344
28-11-2018,Peak,23.191333770751957
29-11-2018,Valley,23.13333320617676
06-12-2018,Peak,24.20400047302246
07-12-2018,Valley,24.600000381469727
13-12-2018,Peak,25.119333267211918
24-12-2018,Valley,20.899999618530277
31-12-2018,Peak,22.18666648864746
03-01-2019,Valley,20.46666717529297
11-01-2019,Peak,23.15066719055176
15-01-2019,Valley,22.333332061767575
17-01-2019,Peak,23.15399932861328
24-01-2019,Valley,18.868667602539062
06-02-2019,Peak,21.14800071716309
08-02-2019,Valley,20.4553337097168
12-02-2019,Peak,20.78733253479004
15-02-2019,Valley,20.299999237060547
19-02-2019,Peak,20.375999450683597
22-02-2019,Valley,19.632667541503903
28-02-2019,Peak,21.32533264160156
06-03-2019,Valley,18.43199920654297
11-03-2019,Peak,19.39466667175293
13-03-2019,Valley,18.926666259765625
14-03-2019,Peak,19.33066749572754
19-03-2019,Valley,17.833332061767578
21-03-2019,Peak,18.26799964904785
25-03-2019,Valley,17.31399917602539
03-04-2019,Peak,19.45400047302246
05-04-2019,Valley,17.99066734313965
08-04-2019,Peak,18.21333312988281
09-04-2019,Valley,18.11000061035156
10-04-2019,Peak,18.40399932861328
15-04-2019,Valley,17.908666610717773
17-04-2019,Peak,18.082000732421875
29-04-2019,Valley,15.723999977111816
30-04-2019,Peak,15.912667274475098
01-05-2019,Valley,15.923333168029783
06-05-2019,Peak,17.022666931152344
14-05-2019,Valley,15.286666870117188
15-05-2019,Peak,15.463333129882812
03-06-2019,Valley,12.36733341217041
11-06-2019,Peak,14.473333358764648
13-06-2019,Valley,14.025333404541016
19-06-2019,Peak,15.095333099365234
21-06-2019,Valley,14.414667129516602
24-06-2019,Peak,14.90933322906494
26-06-2019,Valley,14.687333106994627
05-07-2019,Peak,15.539999961853027
09-07-2019,Valley,15.264666557312012
24-07-2019,Peak,17.658666610717773
26-07-2019,Valley,15.128000259399414
31-07-2019,Peak,16.107332229614258
06-08-2019,Valley,15.458666801452637
09-08-2019,Peak,15.667332649230955
15-08-2019,Valley,14.723999977111816
20-08-2019,Peak,15.057332992553713
26-08-2019,Valley,14.239999771118164
03-09-2019,Peak,15.000666618347168
04-09-2019,Valley,15.12600040435791
12-09-2019,Peak,16.391332626342773
17-09-2019,Valley,16.1646671295166
19-09-2019,Peak,16.440000534057617
25-09-2019,Valley,14.970666885375977
27-09-2019,Peak,16.142000198364258
30-09-2019,Valley,16.200000762939453
02-10-2019,Peak,16.208667755126953
04-10-2019,Valley,15.440667152404783
17-10-2019,Peak,17.46466636657715
22-10-2019,Valley,16.954666137695312
28-10-2019,Peak,21.84733390808105
01-11-2019,Valley,21.08799934387207
13-11-2019,Peak,23.073999404907227
14-11-2019,Valley,23.073999404907227
20-11-2019,Peak,23.481332778930664
27-11-2019,Valley,22.07466697692871
03-12-2019,Peak,22.413333892822266
05-12-2019,Valley,22.18866729736328
27-12-2019,Peak,28.691999435424805
31-12-2019,Valley,27.0
09-01-2020,Peak,32.089332580566406
10-01-2020,Valley,32.11933135986328
14-01-2020,Peak,35.861331939697266
17-01-2020,Valley,33.840667724609375
23-01-2020,Peak,38.14666748046875
27-01-2020,Valley,36.13266754150391
04-02-2020,Peak,59.137332916259766
06-02-2020,Valley,46.66133117675781
11-02-2020,Peak,51.62533187866211
12-02-2020,Valley,51.858001708984375
20-02-2020,Peak,59.96066665649414
28-02-2020,Valley,41.97999954223633
04-03-2020,Peak,49.96666717529297
