Date,Type,Price
04-01-2022,Peak,396.516663
11-01-2022,Valley,354.799988
13-01-2022,Peak,369.690002
18-01-2022,Valley,343.503326
19-01-2022,Peak,347.236664
25-01-2022,Valley,306.133331
27-01-2022,Peak,311.119995
31-01-2022,Valley,312.23999
02-02-2022,Peak,309.393341
04-02-2022,Valley,307.773346
10-02-2022,Peak,302.790009
15-02-2022,Valley,307.476654
17-02-2022,Peak,304.420013
25-02-2022,Valley,269.956665
03-03-2022,Peak,292.92334
09-03-2022,Valley,286.323334
11-03-2022,Peak,280.066681
15-03-2022,Valley,267.296661
30-03-2022,Peak,363.723328
04-04-2022,Valley,381.816681
05-04-2022,Peak,378.766663
12-04-2022,Valley,328.983337
21-04-2022,Peak,358.243347
28-04-2022,Valley,292.503326
29-04-2022,Peak,300.75
02-05-2022,Valley,300.980011
05-05-2022,Peak,313.006653
13-05-2022,Valley,256.529999
16-05-2022,Peak,255.720001
25-05-2022,Valley,219.600006
01-06-2022,Peak,251.720001
03-06-2022,Valley,234.516663
06-06-2022,Peak,244.353333
08-06-2022,Valley,241.866669
09-06-2022,Peak,249.339996
15-06-2022,Valley,233.0
16-06-2022,Peak,222.736664
17-06-2022,Valley,216.759995
28-06-2022,Peak,244.483337
05-07-2022,Valley,233.066666
11-07-2022,Peak,252.103333
14-07-2022,Valley,238.313339
25-07-2022,Peak,272.216675
27-07-2022,Valley,274.820007
04-08-2022,Peak,311.0
09-08-2022,Valley,283.333344
11-08-2022,Peak,296.513336
12-08-2022,Valley,300.029999
17-08-2022,Peak,303.396667
23-08-2022,Valley,296.453339
25-08-2022,Peak,302.359985
01-09-2022,Valley,277.160004
06-09-2022,Peak,272.679993
07-09-2022,Valley,283.700012
13-09-2022,Peak,292.899994
14-09-2022,Valley,302.609985
16-09-2022,Peak,299.609985
19-09-2022,Valley,309.070007
21-09-2022,Peak,308.290009
26-09-2022,Valley,276.01001
28-09-2022,Peak,283.079987
13-10-2022,Valley,221.720001
19-10-2022,Peak,219.800003
24-10-2022,Valley,211.25
28-10-2022,Peak,225.399994
31-10-2022,Valley,227.539993
01-11-2022,Peak,234.050003
11-11-2022,Valley,195.970001
15-11-2022,Peak,195.880005
23-11-2022,Valley,183.199997
28-11-2022,Peak,179.960007
29-11-2022,Valley,180.830002
02-12-2022,Peak,191.779999
09-12-2022,Valley,179.050003
13-12-2022,Peak,174.869995
15-12-2022,Valley,157.669998
19-12-2022,Peak,154.0
28-12-2022,Valley,112.709999
30-12-2022,Peak,119.949997
06-01-2023,Valley,113.059998
12-01-2023,Peak,122.559998
13-01-2023,Valley,122.400002
19-01-2023,Peak,127.260002
20-01-2023,Valley,133.419998
31-01-2023,Peak,164.570007
01-02-2023,Valley,181.410004
10-02-2023,Peak,202.229996
14-02-2023,Valley,209.25
16-02-2023,Peak,210.779999
27-02-2023,Valley,207.630005
01-03-2023,Peak,206.210007
03-03-2023,Valley,197.789993
06-03-2023,Peak,198.539993
13-03-2023,Valley,174.479996
17-03-2023,Peak,184.520004
20-03-2023,Valley,183.25
23-03-2023,Peak,195.259995
27-03-2023,Valley,191.809998
28-03-2023,Peak,192.0
29-03-2023,Valley,193.880005
03-04-2023,Peak,199.910004
10-04-2023,Valley,184.509995
12-04-2023,Peak,190.740005
14-04-2023,Valley,185.0
18-04-2023,Peak,187.149994
27-04-2023,Valley,160.190002
02-05-2023,Peak,161.880005
03-05-2023,Valley,160.610001
09-05-2023,Peak,168.949997
11-05-2023,Valley,172.080002
12-05-2023,Peak,176.070007
16-05-2023,Valley,166.520004
14-06-2023,Peak,260.170013
16-06-2023,Valley,260.540009
21-06-2023,Peak,275.130005
28-06-2023,Valley,256.23999
06-07-2023,Peak,278.089996
12-07-2023,Valley,271.98999
19-07-2023,Peak,296.040009
24-07-2023,Valley,269.059998
26-07-2023,Peak,263.25
31-07-2023,Valley,267.429993
01-08-2023,Peak,266.26001
03-08-2023,Valley,259.320007
04-08-2023,Peak,260.970001
